X,Y,ORGANIZATION_NAME,CLIENT_NAME,SITE_NAME,PRIMARY_FACILITY_NAME,CLIENT_ID,SITE_ID,PRIMARY_FACILITY_ID,SUB_FACILITY_NAME,SUB_FACILITY_ID,PRIMARY_FACILITY_TYPE,PRIMARY_FACILITY_KIND,OTHER_FACILITY_ID,SUB_FACILITY_TYPE,SOTHER_FID,CLIENT_RELATIONSHIP,SITE_STATUS,PRIMARY_FACILITY_STATUS,SUB_FACILITY_STATUS,COMPLIANCE,SHAPE_FID
-8573459.656,5044355.1,APPELLATION CONST SVC LLC,APPELLATION CONST SVC LLC,PALMER INDUSTRIAL SITE,APPELLATION CONST SVC LLC/WILLIAMSPORT PLT,285568,457327,493829,ADMIN SF FOR:APPELLATION CONST SVC LLC/WILLIAMSPORT PLT,550143,AIR EMISSION PLANT,Unavailable,27-1364145-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4374141
-8391633.672,4879837.605,ELAN CORP,ELAN CORP,PN NUTRI NEWCO INC,ELAN DRUG DELIVERY INC/KING OF PRUSSIA,158769,548467,566266,ADMIN SF FOR:ELAN DRUG DELIVERY INC/KING OF PRUSSIA,557745,AIR EMISSION PLANT,Unavailable,58-1454232-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4374166
-8397753.474,4962788.352,CRAFCO INC,CRAFCO INC,CRAFCO,CRAFCO INC/ALLENTOWN,178554,485821,514547,ADMIN SF FOR:CRAFCO INC/ALLENTOWN,551331,AIR EMISSION PLANT,Unavailable,86-0324978-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4374683
-8382153.487,4898032.479,MERCK SHARP & DOHME CORP,MERCK SHARP & DOHME CORP,MERCK SHARP & DOHME CORP,MERCK SHARP & DOHME / WEST POINT,294671,245458,250692,ADMIN SF FOR:MERCK & CO/WEST POINT,548925,AIR EMISSION PLANT,Unavailable,22-1261880-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4374699
-8383397.412,4879485.645,T THERMAL CO INC,T THERMAL CO INC,SELAS FLUID PROCESSING CORP,T THERMAL/CONSHOHOCKEN,77957,253011,516085,ADMIN SF FOR:T THERMAL/CONSHOHOCKEN,551079,AIR EMISSION PLANT,Unavailable,23-2356507-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4374840
-8543833.283,4862430.558,TRUST CLNR,TRUST CLNR,TRUST CLNR,TRUST CLNR/YORK,158895,548806,566531,ADMIN SF FOR:TRUST CLNR/YORK,558422,AIR EMISSION PLANT,Unavailable,23-3080888-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4374996
-8543955.941,4861704.434,SNOW WHITE CLNR,SNOW WHITE CLNR,SNOW WHITE CLNRS ROOSEVELT AVE,SNOW WHITE CLNR/ROOSEVELT AVE,158898,552225,569029,ADMIN SF FOR:SNOW WHITE CLNR/ROOSEVELT AVE,564103,AIR EMISSION PLANT,Unavailable,23-3068208-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4374997
-8416972.375,4916124.666,GLOBAL ADVANCED METALS USA INC,GLOBAL ADVANCED METALS USA INC,GLOBAL ADVANCED METALS USA INC,GLOBAL ADVANCED METALS USA/BOYERTOWN,290801,451542,518536,ADMIN SF FOR:GLOBAL ADVANCED METALS USA/BOYERTOWN,549248,AIR EMISSION PLANT,Unavailable,45-3504668-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4375023
-8558489.387,4854404.662,YORK BLDG PROD CO INC,YORK BLDG PROD CO INC,YORK BLDG PROD SPECIALTY BLOCK DIV THOMASVILLE,YORK BLDG PROD CO INC/SPECIALTY BLOCK DIV THOMASVILLE,62821,551081,568226,ADMIN SF FOR:YORK BLDG PROD CO INC/SPECIALTY BLOCK DIV THO,562330,AIR EMISSION PLANT,Unavailable,23-1531886-9,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,INACTIVE,YES,4375239
-8388282.995,4932680.674,AVERY DENNISON CORP,AVERY DENNISON CORP,AVERY DENNISON CORP QUAKERTOWN PLT,AVERY DENNISON CORP/QUAKERTOWN,65516,4102,5560,ADMIN SF FOR:AVERY DENNISON CORP/QUAKERTOWN,550093,AIR EMISSION PLANT,Unavailable,95-1492269-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4375293
-8490392.623,4872686.951,DART CONTAINER CORP OF PA,DART CONTAINER CORP OF PA,DART CONTAINER CORP PITNEY ROAD SITE,DART CONTAINER CORP/E LAMPETER WHSE,52717,271185,524005,ADMIN SF FOR:DART CONTAINER CORP/EAST LAMPETER WHSE,553333,AIR EMISSION PLANT,Unavailable,38-1745524-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4375668
-8668086.07,5153483.305,EASTERN GAS TRANS & STORAGE INC,EASTERN GAS TRANS & STORAGE INC,DOMINION TRANS STATE LINE STA,EASTERN GAS TRANS & STORAGE INC/STATE LINE STA,81074,249822,257142,ADMIN SF FOR:DOMINION TRANS INC/STATE LINE STA,549981,AIR EMISSION PLANT,Unavailable,55-0629203-57,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4375789
-8393620.096,4841169.173,MONROE ENERGY LLC,MONROE ENERGY LLC,MONROE ENERGY LLC - TRAINER REFINERY,MONROE ENERGY LLC/TRAINER,296139,270501,293037,ADMIN SF FOR:MONROE ENGERY LLC/TRAINER,550098,AIR EMISSION PLANT,Unavailable,45-5201144-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4375834
-8401140.926,4955911.639,TVJ CONTR INC,TVJ CONTR INC,TVJ CONTR,TVJ CONTR INC/ALLENTOWN DEMOLITION SITE,143802,535354,556038,ADMIN SF FOR:TVJ CONTR INC/ALLENTOWN DEMOLITION SITE,553958,AIR EMISSION PLANT,Unavailable,00-2200024-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4376010
-8828432.322,4979942.35,FISCUS GLAZING,FISCUS GLAZING,FISCUS GLAZING RURAL VALLEY PLT,FISCUS GLAZING/RURAL VALLEY PLT,2868,250260,257812,ADMIN SF FOR:FISCUS GLAZING/RURAL VALLEY PLT,549688,AIR EMISSION PLANT,Unavailable,25-1241385-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4376414
-8370063.77,4922145.158,DEEP RUN PKG CO,DEEP RUN PKG CO,DEEP RUN PACKING,DEEP RUN PACKING CO/DUBLIN,63176,452328,515934,ADMIN SF FOR:DEEP RUN PACKING CO/DUBLIN,552964,AIR EMISSION PLANT,Unavailable,23-1480627-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4376598
-8827538.054,4968873.384,TJS MINING INC,TJS MINING INC,TJS MINING,TJS MINING INC/DARMAC #3 DEEP MINE,66010,527140,549758,ADMIN SF FOR:TJS MINING INC/DARMAC #3 DEEP MINE,553702,AIR EMISSION PLANT,Unavailable,25-1653707-3,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4376623
-8766042.342,5049278.547,OWENS ILLINOIS INC,OWENS ILLINOIS INC,OWENS BROCKWAY GLASS CONTAINER PLT 19,OWENS BROCKWAY GLASS CONTAINER PLT 19,78765,457042,493288,ADMIN SF FOR:OWENS BROCKWAY GLASS CONTAINER/CRENSHAW PLT 19,556892,AIR EMISSION PLANT,Unavailable,22-2784144-19,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4376698
-8785327.704,4914380.838,JOHNSTOWN AMER CORP,JOHNSTOWN AMER CORP,JOHNSTOWN AMER FREIGHT CAR 5 SHOP,JOHNSTOWN AMER CORP/LOWER CAMBRIA PLT,27962,240047,243342,ADMIN SF FOR:JOHNSTOWN AMER CORP/LOWER CAMBRIA PLT,550247,AIR EMISSION PLANT,Unavailable,36-3769515-3,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4376806
-8471860.949,4952714.789,PRECISIONAIRE INC,PRECISIONAIRE INC,PRECISIONAIRE IND PA,PRECISIONAIRE IND PA/AUBURN,61979,527004,549622,ADMIN SF FOR:PRECISIONAIRE IND PA/AUBURN,551289,AIR EMISSION PLANT,Unavailable,59-1282584-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4377008
-8754793.73,5150820.802,BRADFORD ELECTRONICS INC,BRADFORD ELECTRONICS INC,UNIVERSAL PRESSURE PUMPING INC,BRADFORD ELECTRONICS/BRADFORD,63382,454508,514083,ADMIN SF FOR:BRADFORD ELECTRONICS/BRADFORD,552224,AIR EMISSION PLANT,Unavailable,47-0710136-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4377031
-8541024.317,4864668.764,TEKGARD INC,TEKGARD INC,TORONITA,TEKGARD INC/YORK,120286,263529,555278,ADMIN SF FOR:TEKGARD INC/YORK,553913,AIR EMISSION PLANT,Unavailable,23-2787665-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4377170
-8564172.408,4899897.868,THE AMES CO INC,THE AMES CO INC,THE AMES CO CAMP HILL FAC,THE AMES CO INC/WEST SHORE,144472,534558,556209,ADMIN SF FOR:AMES TRUE TEMPER INC/WEST SHORE,550602,AIR EMISSION PLANT,Unavailable,22-2335400-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4377311
-8485993.721,5022810.858,BERWICK HOSP CTR,BERWICK HOSP CTR,CHS BERWICK HOSP CORP,BERWICK HOSP CTR/BERWICK,51178,259838,492809,ADMIN SF FOR:BERWICK HOSP CTR/BERWICK,551522,AIR EMISSION PLANT,Unavailable,23-2251950-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4377377
-8388384.484,4958072.385,JUST BORN INC,JUST BORN INC,JUST BORN MFG,JUST BORN INC/BETHLEHEM,62134,254257,514545,ADMIN SF FOR:JUST BORN INC/BETHLEHEM,551353,AIR EMISSION PLANT,Unavailable,24-0625370-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4377429
-8813569.793,5137027.465,DELUXE STORAGE SYS INC,DELUXE STORAGE SYS INC,TARGETED PET TREATS,DELUXE STORAGE SYS INC/WARREN,78986,526,690,ADMIN SF FOR:DELUXE STORAGE SYS INC/WARREN,549041,AIR EMISSION PLANT,Unavailable,25-1692692-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4377546
-8543668.22,4861187.972,YORK AG PROD INC,YORK AG PROD INC,YORK BLDG PROD ROOSEVELT QUARRY,YORK AG PROD INC/YORK PLT,84119,242580,494405,ADMIN SF FOR:YORK AG PROD INC/YORK PLT,552451,AIR EMISSION PLANT,Unavailable,23-2491950-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,INACTIVE,YES,4377597
-8665338.546,4996098.981,CON LIME INC,CON LIME INC,CON LIME BELLEFONTE FAC,CON LIME INC/BELLEFONTE,8336,247917,254080,ADMIN SF FOR:CON LIME INC/BELLEFONTE,549665,AIR EMISSION PLANT,Unavailable,25-1429432-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4377623
-8572265.077,5047263.822,MARTINS CREEK LLC,MARTINS CREEK LLC,WILLIAMSPORT CTS,MARTINS CREEK LLC/WILLIAMSPORT CTS,141581,463995,493352,ADMIN SF FOR:PPL MARTINS CREEK LLC/WILLIAMSPORT CTS,550411,AIR EMISSION PLANT,Unavailable,23-3022600-9,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4377688
-8889400.717,4893822.161,BURRELL IND INC,BURRELL IND INC,BURRELL IND,BURRELL IND INC/DONORA,63565,526514,549132,ADMIN SF FOR:BURRELL IND INC/DONORA,549954,AIR EMISSION PLANT,Unavailable,55-0574218-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4377871
-8452183.503,4838617.083,LINCOLN UNIV,LINCOLN UNIV,LINCOLN UNIVERSITY STP,LINCOLN UNIV/LOWER OXFORD,63687,454178,518656,ADMIN SF FOR:LINCOLN UNIV/LOWER OXFORD,551116,AIR EMISSION PLANT,Unavailable,23-1352655-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4377894
-8816569.594,4941376.499,FISHER SCIENTIFIC CO,FISHER SCIENTIFIC CO,FISHER SCIENTIFIC CO INDIANA,FISHER SCIENTIFIC CO/INDIANA PLT,79764,245830,251198,ADMIN SF FOR:FISHER SCIENTIFIC CO/INDIANA PLT,549506,AIR EMISSION PLANT,Unavailable,23-2942737-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4377982
-8763018.57,5075987.992,FLINT GROUP NORTH AMERICA CORP,FLINT GROUP NORTH AMERICA CORP,CDR PIGMENTS & DISPERSIONS MFG,FLINT INK/CDR PIGMENTS DIV,79773,446348,549714,ADMIN SF FOR:FLINT INK/CDR PIGMENTS DIV,553148,AIR EMISSION PLANT,Unavailable,38-1575977-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4377986
-8560119.951,5048869.816,GLENN O HAWBAKER INC,GLENN O HAWBAKER INC,MONTOURSVILLE ASPHALT PLT,GLENN O HAWBAKER INC/MONTOURSVILLE ASPHALT PLT,8338,464199,493517,ADMIN SF FOR:GLENN O HAWBAKER INC/MONTOURSVILLE ASPHALT PLT,551565,AIR EMISSION PLANT,Unavailable,25-1150293-9,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4378161
-8533005.656,4861837.145,CP CONVERTERS INC,CP CONVERTERS INC,CP CONVERTER FLEXIBLE PKG PRINTER,CP CONVERTERS INC/MANCHESTER,80996,247619,253720,ADMIN SF FOR:CP CONVERTERS INC/MANCHESTER,549200,AIR EMISSION PLANT,Unavailable,23-1544725-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4378330
-8424869.962,4901526.539,FLAGG BRASS INC,FLAGG BRASS INC,FLAGG BRASS LANDFILL,FLAGG BRASS INC/POTTSTOWN,92553,454671,517885,ADMIN SF FOR:FLAGG BRASS INC/POTTSTOWN,548872,AIR EMISSION PLANT,Unavailable,31-1459514-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4378408
-8409704.762,4891805.652,SPRING CITY ELEC MFG CO,SPRING CITY ELEC MFG CO,SPRING CITY ELEC MFG PLT,SPRING CITY ELEC/SPRING CITY,110345,480814,510001,ADMIN SF FOR:SPRING CITY ELEC/SPRING CITY,551114,AIR EMISSION PLANT,Unavailable,23-2482511-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4378450
-8661973,4986716.272,DL AUTO INC,DL AUTO INC,STATE COLL FAC,DL AUTO INC/COLLEGE TWP,24282,462267,495231,ADMIN SF FOR:DL AUTO INC/COLLEGE TWP,551676,AIR EMISSION PLANT,Unavailable,25-1580872-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED ACTIVE,ACTIVE,YES,4378617
-8568784.936,4840557.166,CROWN CORK & SEAL CO USA INC,CROWN CORK & SEAL CO USA INC,CROWN CORK & SEAL HANOVER CAN MFG,CROWN CORK & SEAL CO USA INC/HANOVER,24280,252657,262106,ADMIN SF FOR:CROWN CORK & SEAL CO USA INC/HANOVER,549187,AIR EMISSION PLANT,Unavailable,23-1526444-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4378618
-8916126.715,5178617.121,URICK FOUNDRY CO INC,URICK FOUNDRY CO INC,URICK FOUNDRY,URICK FOUNDRY CO/ERIE,27646,130509,132458,ADMIN SF FOR:URICK FOUNDRY CO/ERIE,549607,AIR EMISSION PLANT,Unavailable,43-1529268-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4378621
-8452974.985,4923314.708,KOCH IND,KOCH IND,RUSSELL STD CORP READING PLT,KOCH MATERIALS INC/MUHLENBERG TWP,73667,241426,245187,ADMIN SF FOR:KOCH MATERIALS INC/MUHLENBERG TWP,549905,AIR EMISSION PLANT,Unavailable,41-0903103-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,UNPERMITTED INACTIVE,ACTIVE,YES,4378750
-8481693.075,4970642.932,LEED FOUNDRY INC,LEED FOUNDRY INC,LEED FOUNDRY,LEED FOUNDRY INC/ST CLAIR,78213,465785,509804,ADMIN SF FOR:LEED FOUNDRY INC/ST CLAIR,551269,AIR EMISSION PLANT,Unavailable,23-1528908-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4378778
-8425530.197,4866683.728,PEPPERIDGE FARM INC,PEPPERIDGE FARM INC,PEPPERIDGE FARMS INC,PEPPERIDGE FARM INC/DOWNINGTOWN,83315,1117,1478,ADMIN SF FOR:PEPPERIDGE FARM INC/DOWNINGTOWN,549128,AIR EMISSION PLANT,Unavailable,06-0613103-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4378837
-8469321.055,4897733.122,PEPPERIDGE FARM INC,PEPPERIDGE FARM INC,PEPPERIDGE FARM INC,PEPPERIDGE FARM INC/EAST COCALICO TWP PLT,83315,271217,494830,ADMIN SF FOR:PEPPERIDGE FARM INC/EAST COCALICO TWP PLT,552477,AIR EMISSION PLANT,Unavailable,06-0613103-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4378842
-8857367.482,4900000.236,POWEREX INC,POWEREX INC,POWEREX INC YOUNGWOOD PLT,POWEREX INC/YOUNGWOOD,84473,242930,247312,ADMIN SF FOR:POWEREX INC/YOUNGWOOD,549721,AIR EMISSION PLANT,Unavailable,25-1501339-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4378968
-8543723.45,4872014.642,MAPLE PRESS CO,MAPLE PRESS CO,MAPLE PRESS CO,MAPLE PRESS CO/YORK,34561,246269,251855,ADMIN SF FOR:MAPLE PRESS CO/YORK,550216,AIR EMISSION PLANT,Unavailable,23-0838070-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4379050
-8423089.968,4939981.458,ATLAS MINERALS & CHEM INC,ATLAS MINERALS & CHEM INC,ATLAS MINERALS & CHEM MERTZTOWN PLT,ATLAS MINERALS & CHEM/MERTZTOWN,4312,238637,241479,ADMIN SF FOR:ATLAS MINERALS & CHEM/MERTZTOWN,548868,AIR EMISSION PLANT,Unavailable,23-2050903-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4379106
-8418869.337,5091044.805,CHRYSALIS,CHRYSALIS,CHRYSALIS,CHRYSALIS/WAVERLY,34625,526805,549423,ADMIN SF FOR:CHRYSALIS/WAVERLY,551368,AIR EMISSION PLANT,Unavailable,23-2172353-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4379168
-8492852.073,4894764.436,SNAVELYS MILL INC,SNAVELYS MILL INC,SNAVELYS MILL ANIMAL FEED MFG,SNAVELYS MILL INC/LITITZ,2780,249023,542440,ADMIN SF FOR:SNAVELYS MILL INC/LITITZ,553680,AIR EMISSION PLANT,Unavailable,23-2062818-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4379176
-8938263.872,4991814.01,ELLWOOD CITY FORGE,ELLWOOD CITY FORGE,ELLWOOD CITY FORGE,ELLWOOD CITY FORGE/ELLWOOD CITY,81204,463495,510986,ADMIN SF FOR:ELLWOOD CITY FORGE/ELLWOOD CITY,550322,AIR EMISSION PLANT,Unavailable,25-0461810-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4379295
-8871826.211,5078249.283,SASOL CHEM USA LLC,SASOL CHEM USA LLC,SASOL CHEMICALS USA OIL CITY PLT,SASOL CHEMICALS (USA) LLC,313587,241645,245519,ADMIN SF FOR:SASOL CHEMICALS USA LLC/OIL CITY,549678,AIR EMISSION PLANT,Unavailable,76-0083036-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4379322
-8933918.148,4962226.983,NORFOLK SOUTHERN RAILWAY CO,NORFOLK SOUTHERN RAILWAY CO,CONWAY RAIL YRD,NORFOLK SOUTHERN RAILWAY/CONWAY,87064,493055,520901,ADMIN SF FOR:NORFOLK SOUTHERN RAILWAY/CONWAY,550879,AIR EMISSION PLANT,Unavailable,52-1188014-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4379357
-8458428.44,5005792.254,OWENS CORNING HAZLETON WINDOW PLT,OWENS CORNING HAZLETON WINDOW PLT,OWENS CORNING HAZLETON PLT,INLINE FIBERGLAS/HAZLETON PLT,93061,481156,510414,ADMIN SF FOR:OWENS CORNING/HAZLETON PLT,550328,AIR EMISSION PLANT,Unavailable,34-4323452-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4379367
-8860097.104,4868041.081,STONE & CO INC,STONE & CO INC,STONE & CO CONNELLSVILLE PLT,STONE & CO INC/CONNELLSVILLE,110794,481588,510813,ADMIN SF FOR:STONE & CO INC/CONNELLSVILLE,551947,AIR EMISSION PLANT,Unavailable,25-1253887-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4379429
-8884578.817,4975796.949,SAXONBURG CERAMICS INC,SAXONBURG CERAMICS INC,SAXONBURG CERAMICS,SAXONBURG CERAMICS/SAXONBURG,84774,517571,549513,ADMIN SF FOR:SAXONBURG CERAMICS/SAXONBURG,552280,AIR EMISSION PLANT,Unavailable,25-1064300-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4379474
-8752675.959,5156046.286,PURESIL INC,PURESIL INC,PURE SIL,PURESIL INC/BRADFORD,35630,252258,523313,ADMIN SF FOR:PURESIL INC/BRADFORD,553287,AIR EMISSION PLANT,Unavailable,25-1613947-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4379505
-8955227.797,5083175.063,CARDINAL TRAILER COURT,CARDINAL TRAILER COURT,HILLCREST MHP,CARDINAL TRAILER COURT/GREENE TWP,139708,263600,549706,ADMIN SF FOR:CARDINAL TRAILER COURT/GREENE TWP,553049,AIR EMISSION PLANT,Unavailable,00-6200012-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4379596
-8383292.954,4909725.563,SCHLOSSER STEEL INC,SCHLOSSER STEEL INC,SCHLOSSER STEEL HATFIELD PLT,SCHLOSSER STEEL INC/HATFIELD,34408,1084,1439,ADMIN SF FOR:SCHLOSSER STEEL INC/HATFIELD,549182,AIR EMISSION PLANT,Unavailable,23-1509932-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,PERMIT NO LONGER REQUIRED,ACTIVE,YES,4379608
-8506771.545,4880236.725,AH HOFFMAN INC,AH HOFFMAN INC,AH HOFFMAN SOIL MFG LANDISVILLE,AH HOFFMAN INC/EAST HEMPFIELD,35885,491842,519995,ADMIN SF FOR:AH HOFFMAN INC/EAST HEMPFIELD,553131,AIR EMISSION PLANT,Unavailable,23-1506081-2,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,INACTIVE,INACTIVE,INACTIVE,YES,4379649
-8390114.962,4842908.51,FLUID ENERGY PROC & EQUIP CO,FLUID ENERGY PROC & EQUIP CO,FLUID ENERGY PROC & EQUIP,FLUID ENERGY PROC & EQUIP CO/AMSAT,35913,482011,512779,ADMIN SF FOR:FLUID ENERGY PROC & EQUIP CO/AMSAT,551155,AIR EMISSION PLANT,Unavailable,23-1457323-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,INACTIVE,YES,4379653
-8433594.898,5070285.814,METKOTE LAMINATED PROD INC,METKOTE LAMINATED PROD INC,METKOTE LAMINATED PROD,METKOTE LAMINATED PROD/TAYLOR PLT,51765,515811,546754,ADMIN SF FOR:METKOTE LAMINATED PROD/TAYLOR PLT,553611,AIR EMISSION PLANT,Unavailable,23-2562197-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4379688
-8829583.661,5012861.893,REDBANK VALLEY SCH DIST,REDBANK VALLEY SCH DIST,REDBANK VALLEY SCH,REDBANK VALLEY SCH DIST/NEW BETHLEHEM,6455,263379,513452,ADMIN SF FOR:REDBANK VALLEY SCH DIST/NEW BETHLEHEM,552840,AIR EMISSION PLANT,Unavailable,25-6003777-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,INACTIVE,ACTIVE,YES,4380047
-8862753.181,4923892.643,FULMER PERMA CAST A DIV OF MOTIVEPOWER INC,FULMER PERMA CAST A DIV OF MOTIVEPOWER INC,PERMA CAST A DIVISION OF MOTIVEPOWER INC,"FULMER / PERMA CAST A DIVISION OF MOTIVE POWER, INC",307908,482633,549733,ADMIN SF FOR:FULMER CO LLC/PERMA CAST,552086,AIR EMISSION PLANT,Unavailable,23-2872369,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4380144
-8357349.103,4899280.257,AMER CREMATION SVC INC,AMER CREMATION SVC INC,AMER CREMATION SVC,AMER CREMATION SVC/WARWICK,81367,270629,495692,ADMIN SF FOR:AMER CREMATION SVC/WARWICK,550943,AIR EMISSION PLANT,Unavailable,23-2399386-1,GENERAL ADMINISTRATIVE LOCATION,ADMIN,Owner,ACTIVE,ACTIVE,ACTIVE,YES,4380190
